"Repeat","ratio","theta","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
14,0.58,0.74,0.7,0.44,0.44,0.26,0.26,0.18
14,0.58,0.75,0.68,0.26,0.4,0.14,0.28,0.12
14,0.58,0.76,0.72,0.64,0.48,0.42,0.24,0.22
14,0.58,0.77,0.74,0.6,0.44,0.3,0.3,0.3
14,0.58,0.78,0.74,0.36,0.4,0.2,0.34,0.16
14,0.58,0.79,0.72,0.38,0.46,0.22,0.26,0.16
14,0.58,0.8,0.76,0.64,0.4,0.38,0.36,0.26
14,0.58,0.81,0.64,0.56,0.38,0.34,0.26,0.22
14,0.58,0.82,0.8,0.64,0.46,0.36,0.34,0.28
14,0.58,0.83,0.56,0.42,0.34,0.26,0.22,0.16
14,0.58,0.84,0.78,0.52,0.52,0.32,0.26,0.2
14,0.58,0.85,0.64,0.48,0.38,0.3,0.26,0.18
14,0.58,0.86,0.66,0.52,0.38,0.26,0.28,0.26
14,0.58,0.87,0.76,0.4,0.4,0.28,0.36,0.12
14,0.58,0.88,0.58,0.62,0.38,0.34,0.2,0.28
14,0.58,0.89,0.56,0.3,0.32,0.12,0.24,0.18
14,0.58,0.9,0.7,0.38,0.38,0.2,0.32,0.18
14,0.58,0.91,0.74,0.4,0.42,0.22,0.32,0.18
14,0.58,0.92,0.8,0.56,0.44,0.34,0.36,0.22
14,0.58,0.93,0.74,0.56,0.46,0.34,0.28,0.22
14,0.58,0.94,0.68,0.54,0.4,0.26,0.28,0.28
14,0.58,0.95,0.58,0.48,0.36,0.3,0.22,0.18
14,0.58,0.96,0.78,0.64,0.44,0.3,0.34,0.34
14,0.58,0.97,0.68,0.5,0.38,0.26,0.3,0.24
14,0.58,0.98,0.76,0.76,0.46,0.4,0.3,0.36
14,0.58,0.99,0.58,0.34,0.34,0.16,0.24,0.18
14,0.6,0.5,0.72,0.32,0.38,0.22,0.34,0.1
14,0.6,0.51,0.72,0.54,0.44,0.3,0.28,0.24
14,0.6,0.52,0.72,0.56,0.4,0.34,0.32,0.22
14,0.6,0.53,0.64,0.6,0.42,0.38,0.22,0.22
14,0.6,0.54,0.52,0.44,0.3,0.28,0.22,0.16
14,0.6,0.55,0.64,0.46,0.38,0.32,0.26,0.14
14,0.6,0.56,0.82,0.5,0.48,0.26,0.34,0.24
14,0.6,0.57,0.72,0.5,0.42,0.22,0.3,0.28
14,0.6,0.58,0.68,0.38,0.42,0.22,0.26,0.16
14,0.6,0.59,0.82,0.44,0.46,0.3,0.36,0.14
14,0.6,0.6,0.64,0.38,0.38,0.18,0.26,0.2
14,0.6,0.61,0.58,0.44,0.38,0.28,0.2,0.16
14,0.6,0.62,0.68,0.44,0.42,0.26,0.26,0.18
14,0.6,0.63,0.74,0.54,0.44,0.36,0.3,0.18
14,0.6,0.64,0.76,0.52,0.46,0.3,0.3,0.22
14,0.6,0.65,0.6,0.48,0.36,0.3,0.24,0.18
14,0.6,0.66,0.72,0.44,0.44,0.3,0.28,0.14
14,0.6,0.67,0.66,0.52,0.46,0.34,0.2,0.18
14,0.6,0.68,0.72,0.46,0.4,0.26,0.32,0.2
14,0.6,0.69,0.78,0.32,0.5,0.2,0.28,0.12
14,0.6,0.7,0.82,0.46,0.44,0.26,0.38,0.2
14,0.6,0.71,0.6,0.42,0.34,0.3,0.26,0.12
14,0.6,0.72,0.66,0.52,0.36,0.3,0.3,0.22
14,0.6,0.73,0.6,0.5,0.4,0.36,0.2,0.14
14,0.6,0.74,0.74,0.5,0.46,0.3,0.28,0.2
14,0.6,0.75,0.64,0.64,0.38,0.34,0.26,0.3
14,0.6,0.76,0.64,0.42,0.4,0.24,0.24,0.18
14,0.6,0.77,0.72,0.62,0.46,0.36,0.26,0.26
14,0.6,0.78,0.76,0.5,0.5,0.32,0.26,0.18
14,0.6,0.79,0.64,0.46,0.44,0.32,0.2,0.14
14,0.6,0.8,0.52,0.38,0.3,0.24,0.22,0.14
14,0.6,0.81,0.66,0.5,0.46,0.36,0.2,0.14
14,0.6,0.82,0.64,0.52,0.36,0.24,0.28,0.28
14,0.6,0.83,0.6,0.4,0.4,0.22,0.2,0.18
14,0.6,0.84,0.82,0.48,0.52,0.34,0.3,0.14
14,0.6,0.85,0.52,0.2,0.34,0.1,0.18,0.1
14,0.6,0.86,0.7,0.5,0.42,0.3,0.28,0.2
14,0.6,0.87,0.64,0.42,0.4,0.24,0.24,0.18
14,0.6,0.88,0.5,0.42,0.38,0.26,0.12,0.16
14,0.6,0.89,0.68,0.4,0.4,0.28,0.28,0.12
14,0.6,0.9,0.68,0.48,0.32,0.26,0.36,0.22
14,0.6,0.91,0.6,0.68,0.42,0.38,0.18,0.3
14,0.6,0.92,0.48,0.52,0.32,0.34,0.16,0.18
14,0.6,0.93,0.66,0.42,0.44,0.24,0.22,0.18
14,0.6,0.94,0.72,0.54,0.48,0.36,0.24,0.18
14,0.6,0.95,0.66,0.38,0.46,0.2,0.2,0.18
14,0.6,0.96,0.66,0.52,0.42,0.38,0.24,0.14
14,0.6,0.97,0.64,0.46,0.44,0.24,0.2,0.22
14,0.6,0.98,0.54,0.32,0.38,0.24,0.16,0.08
14,0.6,0.99,0.68,0.46,0.4,0.28,0.28,0.18
14,0.62,0.5,0.44,0.24,0.26,0.14,0.18,0.1
14,0.62,0.51,0.66,0.42,0.42,0.24,0.24,0.18
14,0.62,0.52,0.58,0.38,0.42,0.28,0.16,0.1
14,0.62,0.53,0.54,0.42,0.38,0.22,0.16,0.2
14,0.62,0.54,0.62,0.54,0.4,0.32,0.22,0.22
14,0.62,0.55,0.76,0.34,0.48,0.26,0.28,0.08
14,0.62,0.56,0.82,0.4,0.5,0.24,0.32,0.16
14,0.62,0.57,0.74,0.48,0.5,0.3,0.24,0.18
14,0.62,0.58,0.76,0.48,0.46,0.28,0.3,0.2
14,0.62,0.59,0.8,0.42,0.48,0.26,0.32,0.16
14,0.62,0.6,0.64,0.62,0.44,0.4,0.2,0.22
14,0.62,0.61,0.72,0.5,0.46,0.28,0.26,0.22
14,0.62,0.62,0.74,0.38,0.44,0.22,0.3,0.16
14,0.62,0.63,0.74,0.5,0.48,0.3,0.26,0.2
14,0.62,0.64,0.76,0.32,0.48,0.24,0.28,0.08
14,0.62,0.65,0.68,0.28,0.48,0.2,0.2,0.08
14,0.62,0.66,0.76,0.64,0.44,0.4,0.32,0.24
14,0.62,0.67,0.24,0,0.18,0,0.06,0
14,0.62,0.68,0.74,0.6,0.48,0.34,0.26,0.26
14,0.62,0.69,0.66,0.52,0.38,0.32,0.28,0.2
14,0.62,0.7,0.76,0.38,0.52,0.28,0.24,0.1
14,0.62,0.71,0.56,0.28,0.38,0.16,0.18,0.12
14,0.62,0.72,0.78,0.34,0.46,0.18,0.32,0.16
14,0.62,0.73,0.7,0.38,0.46,0.18,0.24,0.2
14,0.62,0.74,0.78,0.5,0.5,0.34,0.28,0.16
14,0.62,0.75,0.7,0.56,0.5,0.38,0.2,0.18
14,0.62,0.76,0.64,0.46,0.42,0.3,0.22,0.16
14,0.62,0.77,0.54,0.5,0.3,0.32,0.24,0.18
14,0.62,0.78,0.8,0.42,0.54,0.24,0.26,0.18
14,0.62,0.79,0.76,0.58,0.5,0.4,0.26,0.18
14,0.62,0.8,0.72,0.38,0.44,0.24,0.28,0.14
14,0.62,0.81,0.66,0.32,0.44,0.2,0.22,0.12
14,0.62,0.82,0.78,0.36,0.5,0.26,0.28,0.1
14,0.62,0.83,0.72,0.46,0.5,0.34,0.22,0.12
14,0.62,0.84,0.64,0.46,0.4,0.32,0.24,0.14
14,0.62,0.85,0.7,0.34,0.46,0.26,0.24,0.08
14,0.62,0.86,0.74,0.4,0.46,0.28,0.28,0.12
14,0.62,0.87,0.58,0.36,0.4,0.26,0.18,0.1
14,0.62,0.88,0.68,0.34,0.46,0.22,0.22,0.12
14,0.62,0.89,0.68,0.68,0.46,0.4,0.22,0.28
14,0.62,0.9,0.78,0.48,0.48,0.34,0.3,0.14
14,0.62,0.91,0.64,0.46,0.44,0.32,0.2,0.14
14,0.62,0.92,0.72,0.42,0.52,0.26,0.2,0.16
14,0.62,0.93,0.76,0.46,0.48,0.3,0.28,0.16
14,0.62,0.94,0.74,0.42,0.46,0.28,0.28,0.14
14,0.62,0.95,0.76,0.48,0.54,0.3,0.22,0.18
14,0.62,0.96,0.66,0.4,0.42,0.22,0.24,0.18
14,0.62,0.97,0.72,0.62,0.48,0.38,0.24,0.24
14,0.62,0.98,0.58,0.44,0.4,0.2,0.18,0.24
14,0.62,0.99,0.72,0.52,0.46,0.26,0.26,0.26
14,0.64,0.5,0.74,0.52,0.44,0.34,0.3,0.18
14,0.64,0.51,0.66,0.3,0.48,0.24,0.18,0.06
14,0.64,0.52,0.7,0.48,0.46,0.32,0.24,0.16
14,0.64,0.53,0.82,0.38,0.54,0.22,0.28,0.16
14,0.64,0.54,0.72,0.44,0.44,0.26,0.28,0.18
14,0.64,0.55,0.76,0.64,0.48,0.42,0.28,0.22
14,0.64,0.56,0.5,0.5,0.32,0.28,0.18,0.22
14,0.64,0.57,0.66,0.4,0.4,0.24,0.26,0.16
14,0.64,0.58,0.64,0.38,0.4,0.24,0.24,0.14
14,0.64,0.59,0.7,0.34,0.48,0.26,0.22,0.08
14,0.64,0.6,0.5,0.42,0.3,0.26,0.2,0.16
14,0.64,0.61,0.5,0.4,0.4,0.32,0.1,0.08
14,0.64,0.62,0.6,0.52,0.4,0.36,0.2,0.16
14,0.64,0.63,0.64,0.62,0.4,0.42,0.24,0.2
14,0.64,0.64,0.7,0.48,0.42,0.32,0.28,0.16
14,0.64,0.65,0.72,0.52,0.52,0.32,0.2,0.2
14,0.64,0.66,0.68,0.38,0.44,0.18,0.24,0.2
14,0.64,0.67,0.74,0.48,0.48,0.28,0.26,0.2
14,0.64,0.68,0.82,0.46,0.52,0.24,0.3,0.22
14,0.64,0.69,0.7,0.4,0.46,0.22,0.24,0.18
14,0.64,0.7,0.76,0.72,0.44,0.4,0.32,0.32
14,0.64,0.71,0.72,0.58,0.42,0.38,0.3,0.2
14,0.64,0.72,0.52,0.54,0.34,0.36,0.18,0.18
14,0.64,0.73,0.8,0.46,0.48,0.26,0.32,0.2
14,0.64,0.74,0.7,0.48,0.48,0.34,0.22,0.14
14,0.64,0.75,0.66,0.36,0.44,0.24,0.22,0.12
14,0.64,0.76,0.76,0.36,0.44,0.2,0.32,0.16
14,0.64,0.77,0.64,0.48,0.42,0.34,0.22,0.14
14,0.64,0.78,0.64,0.46,0.46,0.26,0.18,0.2
14,0.64,0.79,0.7,0.28,0.56,0.2,0.14,0.08
14,0.64,0.8,0.76,0.32,0.48,0.2,0.28,0.12
14,0.64,0.81,0.56,0.6,0.4,0.4,0.16,0.2
14,0.64,0.82,0.84,0.52,0.54,0.32,0.3,0.2
14,0.64,0.83,0.76,0.5,0.48,0.26,0.28,0.24
14,0.64,0.84,0.66,0.34,0.42,0.18,0.24,0.16
14,0.64,0.85,0.7,0.5,0.46,0.28,0.24,0.22
14,0.64,0.86,0.7,0.46,0.48,0.24,0.22,0.22
14,0.64,0.87,0.56,0.46,0.34,0.26,0.22,0.2
14,0.64,0.88,0.66,0.36,0.44,0.24,0.22,0.12
14,0.64,0.89,0.76,0.42,0.56,0.26,0.2,0.16
14,0.64,0.9,0.8,0.52,0.54,0.38,0.26,0.14
14,0.64,0.91,0.78,0.44,0.48,0.26,0.3,0.18
14,0.64,0.92,0.68,0.64,0.48,0.4,0.2,0.24
14,0.64,0.93,0.7,0.42,0.48,0.26,0.22,0.16
14,0.64,0.94,0.82,0.56,0.62,0.3,0.2,0.26
14,0.64,0.95,0.82,0.48,0.56,0.34,0.26,0.14
14,0.64,0.96,0.6,0.32,0.5,0.24,0.1,0.08
14,0.64,0.97,0.62,0.48,0.44,0.32,0.18,0.16
14,0.64,0.98,0.68,0.4,0.44,0.26,0.24,0.14
14,0.64,0.99,0.62,0.4,0.4,0.26,0.22,0.14
14,0.66,0.5,0.78,0.64,0.5,0.42,0.28,0.22
14,0.66,0.51,0.68,0.44,0.42,0.3,0.26,0.14
14,0.66,0.52,0.7,0.52,0.46,0.3,0.24,0.22
14,0.66,0.53,0.66,0.46,0.42,0.28,0.24,0.18
14,0.66,0.54,0.72,0.4,0.48,0.26,0.24,0.14
14,0.66,0.55,0.68,0.28,0.42,0.2,0.26,0.08
14,0.66,0.56,0.74,0.44,0.5,0.26,0.24,0.18
14,0.66,0.57,0.78,0.5,0.52,0.38,0.26,0.12
14,0.66,0.58,0.62,0.54,0.4,0.38,0.22,0.16
14,0.66,0.59,0.56,0.4,0.38,0.2,0.18,0.2
14,0.66,0.6,0.6,0.56,0.42,0.28,0.18,0.28
14,0.66,0.61,0.58,0.48,0.38,0.32,0.2,0.16
14,0.66,0.62,0.78,0.46,0.52,0.3,0.26,0.16
14,0.66,0.63,0.6,0.4,0.44,0.28,0.16,0.12
14,0.66,0.64,0.7,0.6,0.48,0.34,0.22,0.26
14,0.66,0.65,0.56,0.58,0.34,0.38,0.22,0.2
14,0.66,0.66,0.64,0.58,0.42,0.38,0.22,0.2
14,0.66,0.67,0.58,0.32,0.38,0.2,0.2,0.12
14,0.66,0.68,0.68,0.58,0.42,0.4,0.26,0.18
14,0.66,0.69,0.66,0.48,0.42,0.36,0.24,0.12
14,0.66,0.7,0.78,0.56,0.48,0.32,0.3,0.24
14,0.66,0.71,0.62,0.62,0.42,0.4,0.2,0.22
14,0.66,0.72,0.64,0.62,0.36,0.44,0.28,0.18
14,0.66,0.73,0.82,0.54,0.56,0.32,0.26,0.22
14,0.66,0.74,0.68,0.34,0.48,0.22,0.2,0.12
14,0.66,0.75,0.54,0.58,0.36,0.36,0.18,0.22
14,0.66,0.76,0.68,0.5,0.48,0.32,0.2,0.18
14,0.66,0.77,0.8,0.36,0.52,0.24,0.28,0.12
14,0.66,0.78,0.82,0.64,0.52,0.38,0.3,0.26
14,0.66,0.79,0.8,0.48,0.54,0.28,0.26,0.2
14,0.66,0.8,0.76,0.48,0.5,0.3,0.26,0.18
14,0.66,0.81,0.8,0.54,0.54,0.4,0.26,0.14
14,0.66,0.82,0.66,0.38,0.46,0.28,0.2,0.1
14,0.66,0.83,0.68,0.4,0.46,0.24,0.22,0.16
14,0.66,0.84,0.62,0.42,0.44,0.28,0.18,0.14
14,0.66,0.85,0.66,0.42,0.44,0.28,0.22,0.14
14,0.66,0.86,0.36,0,0.3,0,0.06,0
14,0.66,0.87,0.48,0.38,0.34,0.22,0.14,0.16
14,0.66,0.88,0.64,0.52,0.48,0.32,0.16,0.2
14,0.66,0.89,0.82,0.54,0.54,0.34,0.28,0.2
14,0.66,0.9,0.7,0.38,0.5,0.22,0.2,0.16
14,0.66,0.91,0.7,0.46,0.48,0.34,0.22,0.12
14,0.66,0.92,0.62,0.6,0.48,0.38,0.14,0.22
14,0.66,0.93,0.58,0.6,0.44,0.38,0.14,0.22
14,0.66,0.94,0.72,0.42,0.46,0.26,0.26,0.16
14,0.66,0.95,0.76,0.54,0.54,0.34,0.22,0.2
14,0.66,0.96,0.68,0.52,0.48,0.32,0.2,0.2
14,0.66,0.97,0.78,0.5,0.54,0.32,0.24,0.18
14,0.66,0.98,0.7,0.36,0.48,0.2,0.22,0.16
14,0.66,0.99,0.7,0.5,0.48,0.32,0.22,0.18
14,0.68,0.5,0.74,0.48,0.52,0.28,0.22,0.2
14,0.68,0.51,0.78,0.52,0.54,0.34,0.24,0.18
14,0.68,0.52,0.66,0.52,0.42,0.3,0.24,0.22
14,0.68,0.53,0.7,0.48,0.52,0.32,0.18,0.16
14,0.68,0.54,0.78,0.6,0.5,0.44,0.28,0.16
14,0.68,0.55,0.82,0.44,0.52,0.3,0.3,0.14
14,0.68,0.56,0.66,0.42,0.46,0.26,0.2,0.16
14,0.68,0.57,0.66,0.56,0.44,0.4,0.22,0.16
14,0.68,0.58,0.66,0.38,0.42,0.2,0.24,0.18
14,0.68,0.59,0.76,0.62,0.52,0.4,0.24,0.22
14,0.68,0.6,0.6,0.56,0.4,0.4,0.2,0.16
14,0.68,0.61,0.64,0.56,0.4,0.38,0.24,0.18
14,0.68,0.62,0.64,0.3,0.46,0.22,0.18,0.08
14,0.68,0.63,0.66,0.3,0.4,0.2,0.26,0.1
14,0.68,0.64,0.7,0.6,0.5,0.38,0.2,0.22
14,0.68,0.65,0.62,0.34,0.42,0.28,0.2,0.06
14,0.68,0.66,0.76,0.48,0.5,0.28,0.26,0.2
14,0.68,0.67,0.66,0.52,0.4,0.28,0.26,0.24
14,0.68,0.68,0.78,0.38,0.56,0.24,0.22,0.14
14,0.68,0.69,0.68,0.58,0.44,0.36,0.24,0.22
14,0.68,0.7,0.5,0.3,0.38,0.22,0.12,0.08
14,0.68,0.71,0.72,0.42,0.52,0.3,0.2,0.12
14,0.68,0.72,0.82,0.5,0.56,0.28,0.26,0.22
14,0.68,0.73,0.6,0.5,0.44,0.3,0.16,0.2
14,0.68,0.74,0.66,0.46,0.46,0.26,0.2,0.2
14,0.68,0.75,0.8,0.56,0.54,0.44,0.26,0.12
14,0.68,0.76,0.52,0.42,0.36,0.22,0.16,0.2
14,0.68,0.77,0.72,0.64,0.5,0.4,0.22,0.24
14,0.68,0.78,0.94,0.56,0.62,0.4,0.32,0.16
14,0.68,0.79,0.68,0.44,0.46,0.26,0.22,0.18
14,0.68,0.8,0.72,0.36,0.48,0.28,0.24,0.08
14,0.68,0.81,0.7,0.46,0.5,0.36,0.2,0.1
14,0.68,0.82,0.8,0.48,0.58,0.3,0.22,0.18
14,0.68,0.83,0.68,0.5,0.52,0.32,0.16,0.18
14,0.68,0.84,0.74,0.7,0.48,0.52,0.26,0.18
14,0.68,0.85,0.7,0.32,0.5,0.18,0.2,0.14
14,0.68,0.86,0.6,0.32,0.46,0.2,0.14,0.12
14,0.68,0.87,0.72,0.38,0.52,0.28,0.2,0.1
14,0.68,0.88,0.68,0.4,0.46,0.24,0.22,0.16
14,0.68,0.89,0.6,0.56,0.44,0.32,0.16,0.24
14,0.68,0.9,0.82,0.52,0.56,0.36,0.26,0.16
14,0.68,0.91,0.74,0.52,0.54,0.4,0.2,0.12
14,0.68,0.92,0.68,0.64,0.44,0.42,0.24,0.22
14,0.68,0.93,0.8,0.52,0.58,0.34,0.22,0.18
14,0.68,0.94,0.6,0.44,0.36,0.3,0.24,0.14
14,0.68,0.95,0.74,0.58,0.52,0.38,0.22,0.2
14,0.68,0.96,0.74,0.54,0.48,0.34,0.26,0.2
14,0.68,0.97,0.74,0.62,0.5,0.4,0.24,0.22
14,0.68,0.98,0.58,0.5,0.42,0.36,0.16,0.14
14,0.68,0.99,0.76,0.42,0.56,0.32,0.2,0.1
14,0.7,0.5,0.64,0.36,0.44,0.22,0.2,0.14
14,0.7,0.51,0.66,0.44,0.46,0.3,0.2,0.14
14,0.7,0.52,0.74,0.42,0.56,0.24,0.18,0.18
14,0.7,0.53,0.74,0.52,0.46,0.36,0.28,0.16
14,0.7,0.54,0.74,0.38,0.44,0.22,0.3,0.16
14,0.7,0.55,0.82,0.38,0.56,0.28,0.26,0.1
14,0.7,0.56,0.68,0.34,0.48,0.18,0.2,0.16
14,0.7,0.57,0.62,0.58,0.42,0.4,0.2,0.18
14,0.7,0.58,0.66,0.58,0.48,0.36,0.18,0.22
14,0.7,0.59,0.5,0.5,0.38,0.36,0.12,0.14
14,0.7,0.6,0.72,0.56,0.52,0.34,0.2,0.22
14,0.7,0.61,0.66,0.5,0.4,0.3,0.26,0.2
14,0.7,0.62,0.68,0.36,0.44,0.2,0.24,0.16
14,0.7,0.63,0.76,0.52,0.46,0.34,0.3,0.18
14,0.7,0.64,0.66,0.54,0.44,0.38,0.22,0.16
14,0.7,0.65,0.68,0.3,0.52,0.26,0.16,0.04
14,0.7,0.66,0.78,0.5,0.5,0.28,0.28,0.22
14,0.7,0.67,0.6,0.42,0.4,0.24,0.2,0.18
14,0.7,0.68,0.6,0.36,0.42,0.26,0.18,0.1
14,0.7,0.69,0.62,0.58,0.4,0.34,0.22,0.24
14,0.7,0.7,0.74,0.44,0.44,0.24,0.3,0.2
14,0.7,0.71,0.66,0.44,0.42,0.24,0.24,0.2
14,0.7,0.72,0.68,0.42,0.44,0.32,0.24,0.1
14,0.7,0.73,0.54,0.28,0.42,0.18,0.12,0.1
14,0.7,0.74,0.7,0.44,0.48,0.3,0.22,0.14
14,0.7,0.75,0.7,0.42,0.46,0.3,0.24,0.12
14,0.7,0.76,0.66,0.46,0.48,0.28,0.18,0.18
14,0.7,0.77,0.76,0.62,0.56,0.44,0.2,0.18
14,0.7,0.78,0.72,0.38,0.58,0.3,0.14,0.08
14,0.7,0.79,0.56,0.4,0.4,0.2,0.16,0.2
14,0.7,0.8,0.72,0.44,0.54,0.32,0.18,0.12
14,0.7,0.81,0.7,0.36,0.46,0.18,0.24,0.18
14,0.7,0.82,0.62,0.48,0.4,0.32,0.22,0.16
14,0.7,0.83,0.74,0.5,0.52,0.34,0.22,0.16
14,0.7,0.84,0.66,0.4,0.44,0.24,0.22,0.16
14,0.7,0.85,0.66,0.5,0.5,0.28,0.16,0.22
14,0.7,0.86,0.68,0.36,0.46,0.2,0.22,0.16
14,0.7,0.87,0.68,0.42,0.48,0.3,0.2,0.12
14,0.7,0.88,0.78,0.54,0.5,0.34,0.28,0.2
14,0.7,0.89,0.78,0.44,0.5,0.3,0.28,0.14
14,0.7,0.9,0.58,0.46,0.46,0.36,0.12,0.1
14,0.7,0.91,0.78,0.4,0.56,0.28,0.22,0.12
14,0.7,0.92,0.68,0.5,0.52,0.28,0.16,0.22
14,0.7,0.93,0.56,0.36,0.42,0.22,0.14,0.14
14,0.7,0.94,0.68,0.44,0.5,0.3,0.18,0.14
14,0.7,0.95,0.68,0.5,0.5,0.34,0.18,0.16
14,0.7,0.96,0.64,0.34,0.48,0.2,0.16,0.14
14,0.7,0.97,0.72,0.42,0.52,0.26,0.2,0.16
14,0.7,0.98,0.72,0.54,0.48,0.34,0.24,0.2
14,0.7,0.99,0.7,0.62,0.5,0.44,0.2,0.18
14,0.72,0.5,0.62,0.28,0.44,0.14,0.18,0.14
14,0.72,0.51,0.68,0.48,0.52,0.36,0.16,0.12
14,0.72,0.52,0.74,0.4,0.56,0.3,0.18,0.1
14,0.72,0.53,0.84,0.58,0.58,0.44,0.26,0.14
14,0.72,0.54,0.7,0.52,0.48,0.34,0.22,0.18
14,0.72,0.55,0.66,0.5,0.52,0.4,0.14,0.1
14,0.72,0.56,0.7,0.44,0.48,0.32,0.22,0.12
14,0.72,0.57,0.78,0.54,0.54,0.42,0.24,0.12
14,0.72,0.58,0.54,0.64,0.42,0.48,0.12,0.16
14,0.72,0.59,0.76,0.6,0.48,0.42,0.28,0.18
14,0.72,0.6,0.76,0.5,0.52,0.3,0.24,0.2
14,0.72,0.61,0.7,0.56,0.56,0.42,0.14,0.14
14,0.72,0.62,0.78,0.48,0.6,0.34,0.18,0.14
14,0.72,0.63,0.8,0.38,0.56,0.28,0.24,0.1
14,0.72,0.64,0.58,0.52,0.44,0.38,0.14,0.14
14,0.72,0.65,0.54,0.58,0.34,0.42,0.2,0.16
14,0.72,0.66,0.78,0.54,0.58,0.34,0.2,0.2
14,0.72,0.67,0.72,0.5,0.52,0.3,0.2,0.2
14,0.72,0.68,0.58,0.46,0.38,0.28,0.2,0.18
14,0.72,0.69,0.72,0.38,0.54,0.26,0.18,0.12
14,0.72,0.7,0.66,0.6,0.5,0.44,0.16,0.16
14,0.72,0.71,0.76,0.54,0.56,0.36,0.2,0.18
14,0.72,0.72,0.6,0.36,0.46,0.24,0.14,0.12
14,0.72,0.73,0.62,0.42,0.38,0.32,0.24,0.1
14,0.72,0.74,0.68,0.28,0.52,0.18,0.16,0.1
14,0.72,0.75,0.58,0.6,0.46,0.38,0.12,0.22
14,0.72,0.76,0.6,0.48,0.38,0.26,0.22,0.22
14,0.72,0.77,0.66,0.52,0.52,0.36,0.14,0.16
14,0.72,0.78,0.68,0.38,0.52,0.28,0.16,0.1
14,0.72,0.79,0.62,0.54,0.44,0.32,0.18,0.22
14,0.72,0.8,0.68,0.6,0.46,0.42,0.22,0.18
14,0.72,0.81,0.84,0.6,0.6,0.4,0.24,0.2
14,0.72,0.82,0.54,0.42,0.36,0.28,0.18,0.14
14,0.72,0.83,0.74,0.4,0.54,0.3,0.2,0.1
14,0.72,0.84,0.66,0.44,0.48,0.32,0.18,0.12
14,0.72,0.85,0.54,0.22,0.36,0.18,0.18,0.04
14,0.72,0.86,0.56,0.42,0.42,0.3,0.14,0.12
14,0.72,0.87,0.52,0.56,0.42,0.38,0.1,0.18
14,0.72,0.88,0.78,0.54,0.62,0.4,0.16,0.14
14,0.72,0.89,0.78,0.44,0.6,0.32,0.18,0.12
14,0.72,0.9,0.76,0.52,0.58,0.42,0.18,0.1
14,0.72,0.91,0.68,0.54,0.52,0.4,0.16,0.14
14,0.72,0.92,0.68,0.48,0.52,0.34,0.16,0.14
14,0.72,0.93,0.82,0.58,0.6,0.38,0.22,0.2
14,0.72,0.94,0.66,0.46,0.44,0.26,0.22,0.2
14,0.72,0.95,0.68,0.6,0.46,0.42,0.22,0.18
14,0.72,0.96,0.78,0.46,0.56,0.28,0.22,0.18
14,0.72,0.97,0.68,0.56,0.42,0.4,0.26,0.16
14,0.72,0.98,0.54,0.42,0.42,0.34,0.12,0.08
14,0.72,0.99,0.6,0.62,0.48,0.48,0.12,0.14
14,0.74,0.5,0.54,0.32,0.46,0.22,0.08,0.1
14,0.74,0.51,0.76,0.62,0.58,0.44,0.18,0.18
14,0.74,0.52,0.8,0.44,0.56,0.3,0.24,0.14
14,0.74,0.53,0.76,0.5,0.56,0.36,0.2,0.14
14,0.74,0.54,0.86,0.56,0.66,0.38,0.2,0.18
14,0.74,0.55,0.78,0.38,0.58,0.32,0.2,0.06
14,0.74,0.56,0.56,0.44,0.36,0.28,0.2,0.16
14,0.74,0.57,0.72,0.42,0.52,0.28,0.2,0.14
14,0.74,0.58,0.84,0.42,0.62,0.3,0.22,0.12
14,0.74,0.59,0.72,0.34,0.56,0.26,0.16,0.08
14,0.74,0.6,0.56,0.52,0.38,0.36,0.18,0.16
14,0.74,0.61,0.6,0.5,0.48,0.36,0.12,0.14
14,0.74,0.62,0.66,0.5,0.48,0.4,0.18,0.1
14,0.74,0.63,0.7,0.48,0.52,0.4,0.18,0.08
14,0.74,0.64,0.66,0.44,0.54,0.28,0.12,0.16
14,0.74,0.65,0.7,0.46,0.48,0.36,0.22,0.1
14,0.74,0.66,0.7,0.56,0.52,0.42,0.18,0.14
14,0.74,0.67,0.66,0.4,0.48,0.28,0.18,0.12
14,0.74,0.68,0.74,0.6,0.6,0.44,0.14,0.16
14,0.74,0.69,0.8,0.34,0.58,0.26,0.22,0.08
14,0.74,0.7,0.74,0.62,0.58,0.46,0.16,0.16
14,0.74,0.71,0.6,0.44,0.48,0.32,0.12,0.12
14,0.74,0.72,0.76,0.5,0.56,0.4,0.2,0.1
14,0.74,0.73,0.74,0.48,0.56,0.38,0.18,0.1
14,0.74,0.74,0.74,0.52,0.54,0.38,0.2,0.14
14,0.74,0.75,0.7,0.54,0.52,0.36,0.18,0.18
14,0.74,0.76,0.76,0.52,0.6,0.34,0.16,0.18
14,0.74,0.77,0.64,0.6,0.52,0.46,0.12,0.14
14,0.74,0.78,0.66,0.38,0.48,0.26,0.18,0.12
14,0.74,0.79,0.62,0.52,0.48,0.42,0.14,0.1
14,0.74,0.8,0.76,0.62,0.56,0.46,0.2,0.16
14,0.74,0.81,0.66,0.62,0.52,0.42,0.14,0.2
14,0.74,0.82,0.66,0.52,0.5,0.4,0.16,0.12
14,0.74,0.83,0.82,0.36,0.62,0.28,0.2,0.08
